""	"x"
"344"	"C"
"345"	"E"
"346"	"A"
"347"	"A"
"348"	"D"
"349"	"E"
"350"	"D"
"351"	"E"
"352"	"A"
"353"	"B"
"354"	"E"
"355"	"F"
"356"	"D"
"357"	"B"
"358"	"B"
"359"	"E"
"360"	"A"
"361"	"F"
"362"	"B"
"363"	"C"
"364"	"D"
"365"	"F"
"366"	"D"
"367"	"A"
"368"	"B"
"369"	"A"
"370"	"D"
"371"	"F"
"372"	"F"
"373"	"B"
"374"	"B"
"375"	"B"
"376"	"D"
"377"	"F"
"378"	"B"
"379"	"C"
"380"	"E"
"381"	"F"
"382"	"D"
"383"	"B"
"384"	"C"
"385"	"B"
"386"	"B"
"387"	"A"
"388"	"D"
"389"	"B"
"390"	"E"
"391"	"B"
"392"	"E"
"393"	"A"
"394"	"C"
"395"	"A"
"396"	"D"
"397"	"B"
"398"	"E"
"399"	"D"
"400"	"B"
"401"	"D"
"402"	"C"
"403"	"E"
"404"	"E"
"405"	"B"
"406"	"A"
"407"	"B"
"408"	"B"
"409"	"E"
"410"	"D"
"411"	"B"
"412"	"A"
"413"	"A"
"414"	"B"
"415"	"E"
"416"	"A"
"417"	"B"
"418"	"A"
"419"	"B"
"420"	"B"
"421"	"A"
"422"	"F"
"423"	"E"
"424"	"B"
"425"	"B"
"426"	"B"
"427"	"F"
"428"	"B"
"429"	"D"
"430"	"B"
"431"	"A"
"432"	"E"
"433"	"B"
"434"	"A"
"435"	"F"
"436"	"C"
"437"	"B"
"438"	"E"
"439"	"A"
"440"	"B"
"441"	"F"
"442"	"A"
"443"	"C"
"444"	"F"
"445"	"B"
"446"	"A"
"447"	"B"
"448"	"A"
"449"	"F"
"450"	"D"
"451"	"A"
"452"	"A"
"453"	"F"
"454"	"F"
"455"	"A"
"456"	"B"
"457"	"B"
"458"	"E"
"459"	"D"
"460"	"B"
"461"	"D"
"462"	"B"
"463"	"F"
"464"	"A"
"465"	"D"
"466"	"A"
"467"	"B"
"468"	"B"
"469"	"A"
"470"	"A"
"471"	"F"
"472"	"A"
"473"	"A"
"474"	"A"
"475"	"B"
"476"	"B"
"477"	"B"
"478"	"B"
"479"	"A"
"480"	"B"
"481"	"E"
"482"	"F"
"483"	"F"
"484"	"D"
"485"	"F"
"486"	"B"
"487"	"A"
"488"	"B"
"489"	"A"
"490"	"D"
"491"	"C"
"492"	"F"
"493"	"F"
"494"	"E"
"495"	"E"
"496"	"F"
"497"	"F"
"498"	"B"
"499"	"A"
"500"	"B"
"501"	"B"
"502"	"B"
"503"	"B"
"504"	"A"
"505"	"E"
"506"	"E"
"507"	"B"
"508"	"B"
"509"	"B"
"510"	"F"
"511"	"B"
"512"	"E"
"513"	"D"
"514"	"B"
"515"	"C"
"516"	"B"
"517"	"F"
"518"	"B"
"519"	"B"
"520"	"B"
"521"	"B"
"522"	"B"
"523"	"B"
"524"	"A"
"525"	"A"
"526"	"F"
"527"	"B"
"528"	"A"
"529"	"A"
"530"	"F"
"531"	"C"
"532"	"F"
"533"	"D"
"534"	"B"
"535"	"B"
"536"	"B"
"537"	"B"
"538"	"B"
"539"	"F"
"540"	"A"
"541"	"F"
"542"	"B"
"543"	"F"
"544"	"C"
"545"	"C"
"546"	"C"
"547"	"F"
"548"	"F"
"549"	"B"
"550"	"B"
"551"	"B"
"552"	"D"
"553"	"C"
"554"	"A"
"555"	"B"
"556"	"F"
"557"	"E"
"558"	"D"
"559"	"B"
"560"	"A"
"561"	"A"
"562"	"B"
"563"	"D"
"564"	"C"
"565"	"C"
"566"	"A"
"567"	"C"
"568"	"B"
"569"	"B"
"570"	"B"
"571"	"B"
"572"	"B"
"573"	"F"
"574"	"A"
"575"	"B"
"576"	"D"
"577"	"B"
"578"	"A"
"579"	"E"
"580"	"A"
"581"	"D"
"582"	"A"
"583"	"B"
"584"	"F"
"585"	"B"
"586"	"D"
"587"	"A"
"588"	"F"
"589"	"A"
"590"	"A"
"591"	"F"
"592"	"F"
"593"	"B"
"594"	"B"
"595"	"F"
"596"	"B"
"597"	"B"
"598"	"C"
"599"	"E"
"600"	"B"
"601"	"F"
"602"	"B"
"603"	"F"
"604"	"D"
"605"	"A"
"606"	"F"
"607"	"B"
"608"	"B"
"609"	"A"
"610"	"B"
"611"	"B"
"612"	"B"
"613"	"A"
"614"	"F"
"615"	"B"
"616"	"A"
"617"	"B"
"618"	"A"
"619"	"D"
"620"	"C"
"621"	"E"
"622"	"F"
"623"	"C"
"624"	"F"
"625"	"B"
"626"	"E"
"627"	"B"
"628"	"D"
"629"	"B"
"630"	"A"
"631"	"B"
"632"	"A"
"633"	"F"
"634"	"E"
"635"	"F"
"636"	"A"
"637"	"B"
"638"	"E"
"639"	"F"
"640"	"B"
"641"	"B"
"642"	"D"
"643"	"F"
"644"	"F"
"645"	"F"
"646"	"C"
"647"	"B"
"648"	"A"
"649"	"C"
"650"	"B"
"651"	"C"
"652"	"B"
"653"	"E"
"654"	"B"
"655"	"F"
"656"	"F"
"657"	"F"
"658"	"E"
"659"	"B"
"660"	"B"
"661"	"A"
"662"	"B"
"663"	"A"
"664"	"B"
"665"	"C"
"666"	"F"
"667"	"C"
"668"	"F"
"669"	"A"
"670"	"F"
"671"	"B"
"672"	"E"
"673"	"A"
"674"	"B"
"675"	"B"
"676"	"B"
"677"	"D"
"678"	"A"
"679"	"B"
"680"	"E"
"681"	"A"
"682"	"F"
"683"	"B"
"684"	"B"
"685"	"B"
"686"	"B"
"687"	"B"
"688"	"B"
"689"	"B"
"690"	"A"
"691"	"F"
"692"	"B"
"693"	"B"
"694"	"A"
"695"	"B"
"696"	"B"
"697"	"F"
"698"	"D"
"699"	"A"
"700"	"B"
"701"	"A"
"702"	"C"
"703"	"A"
"704"	"A"
"705"	"A"
"706"	"A"
"707"	"E"
"708"	"A"
"709"	"B"
"710"	"A"
"711"	"A"
"712"	"C"
"713"	"B"
"714"	"B"
"715"	"B"
"716"	"B"
"717"	"C"
"718"	"B"
"719"	"D"
"720"	"A"
"721"	"A"
"722"	"B"
"723"	"F"
"724"	"A"
"725"	"B"
"726"	"F"
"727"	"E"
"728"	"A"
"729"	"C"
"730"	"E"
"731"	"B"
"732"	"E"
"733"	"D"
"734"	"A"
"735"	"B"
"736"	"A"
"737"	"E"
"738"	"D"
"739"	"B"
"740"	"E"
"741"	"F"
"742"	"B"
"743"	"E"
"744"	"B"
"745"	"B"
"746"	"D"
"747"	"B"
"748"	"A"
"749"	"C"
"750"	"B"
"751"	"F"
"752"	"C"
"753"	"A"
"754"	"E"
"755"	"B"
"756"	"B"
"757"	"B"
"758"	"D"
"759"	"C"
"760"	"A"
"761"	"D"
"762"	"A"
"763"	"A"
"764"	"E"
"765"	"B"
"766"	"B"
"767"	"A"
"768"	"C"
"769"	"D"
"770"	"B"
"771"	"D"
"772"	"F"
"773"	"B"
"774"	"A"
"775"	"B"
"776"	"A"
"777"	"A"
"778"	"B"
"779"	"C"
"780"	"B"
"781"	"E"
"782"	"B"
"783"	"A"
"784"	"B"
"785"	"F"
"786"	"D"
"787"	"B"
"788"	"B"
"789"	"B"
"790"	"F"
"791"	"B"
"792"	"B"
"793"	"B"
"794"	"F"
"795"	"D"
"796"	"C"
"797"	"B"
"798"	"A"
"799"	"C"
"800"	"F"
"801"	"B"
"802"	"F"
"803"	"A"
"804"	"A"
"805"	"F"
"806"	"F"
"807"	"B"
"808"	"A"
"809"	"B"
"810"	"D"
"811"	"B"
"812"	"B"
"813"	"E"
"814"	"C"
"815"	"A"
"816"	"E"
"817"	"B"
"818"	"A"
"819"	"F"
"820"	"B"
"821"	"B"
"822"	"B"
"823"	"F"
"824"	"B"
"825"	"F"
"826"	"E"
"827"	"E"
"828"	"D"
"829"	"A"
"830"	"A"
"831"	"E"
"832"	"E"
"833"	"E"
"834"	"C"
"835"	"C"
"836"	"A"
"837"	"E"
"838"	"A"
"839"	"F"
"840"	"F"
"841"	"A"
"842"	"C"
"843"	"B"
"844"	"A"
"845"	"C"
"846"	"B"
"847"	"B"
"848"	"D"
"849"	"D"
"850"	"D"
"851"	"A"
"852"	"B"
"853"	"E"
"854"	"E"
"855"	"D"
"856"	"D"
"857"	"B"
"858"	"A"
"859"	"B"
"860"	"C"
"861"	"A"
"862"	"A"
"863"	"A"
"864"	"B"
"865"	"A"
"866"	"F"
"867"	"A"
"868"	"A"
"869"	"A"
"870"	"D"
"871"	"A"
"872"	"B"
"873"	"B"
"874"	"B"
"875"	"C"
"876"	"D"
"877"	"C"
"878"	"B"
"879"	"A"
"880"	"E"
"881"	"B"
"882"	"F"
"883"	"C"
"884"	"C"
"885"	"A"
"886"	"D"
"887"	"D"
"888"	"B"
"889"	"B"
"890"	"A"
"891"	"E"
"892"	"B"
"893"	"B"
"894"	"B"
"895"	"A"
"896"	"A"
"897"	"A"
"898"	"E"
"899"	"A"
"900"	"F"
"901"	"B"
"902"	"B"
"903"	"E"
"904"	"B"
"905"	"F"
"906"	"A"
"907"	"F"
"908"	"E"
"909"	"B"
"910"	"B"
"911"	"E"
"912"	"D"
"913"	"A"
"914"	"B"
"915"	"D"
"916"	"F"
"917"	"B"
"918"	"A"
"919"	"D"
"920"	"C"
"921"	"B"
"922"	"C"
"923"	"F"
"924"	"B"
"925"	"A"
"926"	"C"
"927"	"F"
"928"	"B"
"929"	"D"
"930"	"A"
"931"	"D"
"932"	"B"
"933"	"F"
"934"	"A"
"935"	"F"
"936"	"C"
"937"	"A"
"938"	"B"
"939"	"B"
"940"	"F"
"941"	"A"
"942"	"A"
"943"	"E"
"944"	"A"
"945"	"B"
"946"	"A"
"947"	"D"
"948"	"F"
"949"	"A"
"950"	"C"
"951"	"B"
"952"	"C"
"953"	"B"
"954"	"C"
"955"	"B"
"956"	"A"
"957"	"B"
"958"	"C"
"959"	"A"
"960"	"B"
"961"	"E"
"962"	"F"
"963"	"E"
"964"	"B"
"965"	"C"
"966"	"C"
"967"	"A"
"968"	"B"
"969"	"A"
"970"	"D"
"971"	"B"
"972"	"A"
"973"	"B"
"974"	"B"
"975"	"B"
"976"	"D"
"977"	"F"
"978"	"C"
"979"	"A"
"980"	"B"
"981"	"A"
"982"	"B"
"983"	"F"
"984"	"E"
"985"	"D"
"986"	"F"
"987"	"B"
"988"	"E"
"989"	"B"
"990"	"A"
"991"	"F"
"992"	"B"
"993"	"E"
"994"	"B"
"995"	"C"
"996"	"A"
"997"	"A"
"998"	"A"
"999"	"C"
"1000"	"D"
"1001"	"D"
"1002"	"B"
"1003"	"A"
"1004"	"B"
"1005"	"C"
"1006"	"A"
"1007"	"F"
"1008"	"F"
"1009"	"C"
"1010"	"A"
"1011"	"F"
"1012"	"B"
"1013"	"E"
"1014"	"B"
"1015"	"A"
"1016"	"F"
"1017"	"E"
"1018"	"F"
"1019"	"F"
"1020"	"B"
"1021"	"F"
"1022"	"B"
"1023"	"B"
"1024"	"C"
"1025"	"F"
"1026"	"F"
"1027"	"F"
"1028"	"F"
"1029"	"D"
"1030"	"C"
"1031"	"B"
"1032"	"D"
"1033"	"B"
"1034"	"D"
"1035"	"B"
"1036"	"A"
"1037"	"B"
"1038"	"B"
"1039"	"B"
"1040"	"C"
"1041"	"E"
"1042"	"F"
"1043"	"A"
"1044"	"B"
"1045"	"F"
"1046"	"F"
"1047"	"C"
"1048"	"C"
"1049"	"C"
"1050"	"A"
"1051"	"B"
"1052"	"D"
"1053"	"A"
"1054"	"C"
"1055"	"B"
"1056"	"B"
"1057"	"A"
"1058"	"B"
"1059"	"F"
"1060"	"B"
"1061"	"E"
"1062"	"B"
"1063"	"C"
"1064"	"A"
"1065"	"F"
"1066"	"B"
"1067"	"B"
"1068"	"A"
"1069"	"E"
"1070"	"E"
"1071"	"B"
"1072"	"C"
"1073"	"B"
"1074"	"B"
"1075"	"C"
"1076"	"B"
"1077"	"F"
"1078"	"A"
"1079"	"C"
"1080"	"D"
"1081"	"A"
"1082"	"A"
"1083"	"B"
"1084"	"B"
"1085"	"B"
"1086"	"D"
"1087"	"B"
"1088"	"B"
"1089"	"D"
"1090"	"F"
"1091"	"D"
"1092"	"A"
"1093"	"B"
"1094"	"F"
"1095"	"A"
"1096"	"C"
"1097"	"B"
"1098"	"C"
"1099"	"B"
"1100"	"A"
"1101"	"F"
"1102"	"D"
"1103"	"E"
"1104"	"B"
"1105"	"B"
"1106"	"B"
"1107"	"A"
"1108"	"E"
"1109"	"E"
"1110"	"D"
"1111"	"B"
"1112"	"E"
"1113"	"E"
"1114"	"B"
"1115"	"A"
"1116"	"F"
"1117"	"B"
"1118"	"C"
"1119"	"B"
"1120"	"F"
"1121"	"E"
"1122"	"C"
"1123"	"E"
"1124"	"C"
"1125"	"B"
"1126"	"B"
"1127"	"B"
"1128"	"D"
"1129"	"A"
"1130"	"F"
"1131"	"B"
"1132"	"B"
"1133"	"C"
"1134"	"B"
"1135"	"E"
"1136"	"F"
"1137"	"C"
"1138"	"B"
"1139"	"A"
"1140"	"B"
"1141"	"D"
"1142"	"A"
"1143"	"F"
"1144"	"B"
"1145"	"B"
"1146"	"F"
"1147"	"A"
"1148"	"D"
"1149"	"B"
"1150"	"E"
"1151"	"B"
"1152"	"B"
"1153"	"E"
"1154"	"F"
"1155"	"B"
"1156"	"B"
"1157"	"D"
"1158"	"F"
"1159"	"B"
"1160"	"E"
"1161"	"A"
"1162"	"A"
"1163"	"B"
"1164"	"B"
"1165"	"C"
"1166"	"D"
"1167"	"C"
"1168"	"B"
"1169"	"D"
"1170"	"A"
"1171"	"A"
"1172"	"A"
"1173"	"B"
"1174"	"F"
"1175"	"B"
"1176"	"F"
"1177"	"A"
"1178"	"C"
"1179"	"F"
"1180"	"F"
"1181"	"A"
"1182"	"B"
"1183"	"C"
"1184"	"F"
"1185"	"B"
"1186"	"B"
"1187"	"F"
"1188"	"B"
"1189"	"B"
"1190"	"A"
"1191"	"A"
"1192"	"B"
"1193"	"A"
"1194"	"A"
"1195"	"F"
"1196"	"F"
"1197"	"A"
"1198"	"C"
"1199"	"E"
"1200"	"A"
"1201"	"A"
"1202"	"B"
"1203"	"A"
"1204"	"B"
"1205"	"F"
"1206"	"E"
"1207"	"E"
"1208"	"B"
"1209"	"B"
"1210"	"B"
"1211"	"B"
"1212"	"F"
"1213"	"E"
"1214"	"C"
"1215"	"D"
"1216"	"F"
"1217"	"A"
"1218"	"B"
"1219"	"D"
"1220"	"B"
"1221"	"B"
"1222"	"E"
"1223"	"B"
"1224"	"E"
"1225"	"B"
"1226"	"E"
"1227"	"E"
"1228"	"D"
"1229"	"F"
"1230"	"B"
"1231"	"F"
"1232"	"D"
"1233"	"F"
"1234"	"D"
"1235"	"A"
"1236"	"C"
"1237"	"E"
"1238"	"C"
"1239"	"A"
"1240"	"B"
"1241"	"E"
"1242"	"F"
"1243"	"A"
"1244"	"F"
"1245"	"B"
"1246"	"F"
"1247"	"B"
"1248"	"F"
"1249"	"B"
"1250"	"D"
"1251"	"E"
"1252"	"A"
"1253"	"F"
"1254"	"B"
"1255"	"F"
"1256"	"B"
"1257"	"B"
"1258"	"A"
"1259"	"F"
"1260"	"F"
"1261"	"B"
"1262"	"F"
"1263"	"B"
"1264"	"E"
"1265"	"D"
"1266"	"E"
"1267"	"B"
"1268"	"B"
"1269"	"A"
"1270"	"E"
"1271"	"A"
"1272"	"E"
"1273"	"D"
"1274"	"B"
"1275"	"A"
"1276"	"F"
"1277"	"B"
"1278"	"D"
"1279"	"E"
"1280"	"B"
"1281"	"E"
"1282"	"A"
"1283"	"B"
"1284"	"C"
"1285"	"C"
"1286"	"A"
"1287"	"B"
"1288"	"F"
"1289"	"D"
"1290"	"B"
"1291"	"A"
"1292"	"B"
"1293"	"A"
"1294"	"B"
"1295"	"B"
"1296"	"B"
"1297"	"F"
"1298"	"F"
"1299"	"B"
"1300"	"E"
"1301"	"E"
"1302"	"A"
"1303"	"B"
"1304"	"F"
"1305"	"F"
"1306"	"D"
"1307"	"B"
"1308"	"D"
"1309"	"F"
"1310"	"F"
"1311"	"B"
"1312"	"A"
"1313"	"A"
"1314"	"A"
"1315"	"C"
"1316"	"B"
"1317"	"C"
"1318"	"B"
"1319"	"B"
"1320"	"F"
"1321"	"E"
"1322"	"E"
"1323"	"F"
"1324"	"E"
"1325"	"D"
"1326"	"F"
"1327"	"C"
"1328"	"F"
"1329"	"A"
"1330"	"B"
"1331"	"B"
"1332"	"A"
"1333"	"A"
"1334"	"E"
"1335"	"B"
"1336"	"E"
"1337"	"B"
"1338"	"A"
"1339"	"A"
"1340"	"B"
"1341"	"D"
"1342"	"B"
"1343"	"A"
"1344"	"D"
"1345"	"B"
"1346"	"B"
"1347"	"C"
"1348"	"A"
"1349"	"F"
"1350"	"A"
"1351"	"C"
"1352"	"B"
"1353"	"A"
"1354"	"F"
"1355"	"E"
"1356"	"B"
"1357"	"F"
"1358"	"E"
"1359"	"D"
"1360"	"B"
"1361"	"F"
"1362"	"F"
"1363"	"E"
"1364"	"D"
"1365"	"B"
"1366"	"D"
"1367"	"E"
"1368"	"E"
"1369"	"B"
"1370"	"A"
"1371"	"A"
"1372"	"B"
"1373"	"F"
"1374"	"B"
"1375"	"B"
"1376"	"E"
"1377"	"B"
"1378"	"B"
"1379"	"F"
"1380"	"B"
"1381"	"C"
"1382"	"A"
"1383"	"D"
"1384"	"B"
"1385"	"E"
"1386"	"B"
"1387"	"E"
"1388"	"D"
"1389"	"B"
"1390"	"F"
"1391"	"B"
"1392"	"D"
"1393"	"B"
"1394"	"B"
"1395"	"F"
"1396"	"B"
"1397"	"C"
"1398"	"E"
"1399"	"F"
"1400"	"A"
"1401"	"B"
"1402"	"B"
"1403"	"D"
"1404"	"B"
"1405"	"E"
"1406"	"F"
"1407"	"E"
"1408"	"F"
"1409"	"A"
"1410"	"F"
"1411"	"B"
"1412"	"A"
"1413"	"B"
"1414"	"B"
"1415"	"B"
"1416"	"A"
"1417"	"A"
"1418"	"B"
"1419"	"E"
"1420"	"B"
"1421"	"A"
"1422"	"A"
"1423"	"A"
"1424"	"B"
"1425"	"F"
"1426"	"C"
"1427"	"A"
"1428"	"A"
"1429"	"E"
"1430"	"A"
"1431"	"B"
"1432"	"B"
"1433"	"E"
"1434"	"A"
"1435"	"A"
"1436"	"B"
"1437"	"B"
"1438"	"B"
"1439"	"B"
"1440"	"A"
"1441"	"A"
"1442"	"C"
"1443"	"B"
"1444"	"A"
"1445"	"C"
"1446"	"E"
"1447"	"D"
"1448"	"A"
"1449"	"A"
"1450"	"A"
"1451"	"B"
"1452"	"D"
"1453"	"B"
"1454"	"B"
"1455"	"B"
"1456"	"D"
"1457"	"C"
"1458"	"F"
"1459"	"F"
"1460"	"B"
"1461"	"E"
"1462"	"A"
"1463"	"A"
"1464"	"B"
"1465"	"A"
"1466"	"B"
"1467"	"E"
"1468"	"B"
"1469"	"E"
"1470"	"E"
"1471"	"B"
"1472"	"B"
"1473"	"B"
"1474"	"C"
"1475"	"A"
"1476"	"A"
"1477"	"D"
"1478"	"B"
"1479"	"A"
"1480"	"E"
"1481"	"B"
"1482"	"F"
"1483"	"B"
"1484"	"E"
"1485"	"D"
"1486"	"C"
"1487"	"C"
"1488"	"C"
"1489"	"B"
"1490"	"C"
"1491"	"F"
"1492"	"B"
"1493"	"A"
"1494"	"F"
"1495"	"D"
"1496"	"C"
"1497"	"B"
"1498"	"A"
"1499"	"F"
"1500"	"B"
"1501"	"A"
"1502"	"D"
"1503"	"A"
"1504"	"F"
"1505"	"A"
"1506"	"D"
"1507"	"E"
"1508"	"A"
"1509"	"E"
"1510"	"A"
"1511"	"B"
"1512"	"B"
"1513"	"A"
"1514"	"B"
"1515"	"C"
"1516"	"B"
"1517"	"D"
"1518"	"A"
"1519"	"B"
"1520"	"B"
"1521"	"A"
"1522"	"B"
"1523"	"A"
"1524"	"A"
"1525"	"E"
"1526"	"B"
"1527"	"D"
"1528"	"B"
"1529"	"B"
"1530"	"B"
"1531"	"F"
"1532"	"A"
"1533"	"A"
"1534"	"F"
"1535"	"C"
"1536"	"A"
"1537"	"D"
"1538"	"A"
"1539"	"B"
"1540"	"B"
"1541"	"E"
"1542"	"A"
"1543"	"D"
"1544"	"D"
"1545"	"B"
"1546"	"A"
"1547"	"F"
"1548"	"A"
"1549"	"B"
"1550"	"C"
"1551"	"D"
"1552"	"B"
"1553"	"D"
"1554"	"A"
"1555"	"B"
"1556"	"E"
"1557"	"E"
"1558"	"D"
"1559"	"A"
"1560"	"B"
"1561"	"B"
"1562"	"D"
"1563"	"B"
"1564"	"B"
"1565"	"F"
"1566"	"A"
"1567"	"E"
"1568"	"F"
"1569"	"B"
"1570"	"A"
"1571"	"B"
"1572"	"B"
"1573"	"D"
"1574"	"A"
"1575"	"F"
"1576"	"E"
"1577"	"C"
"1578"	"B"
"1579"	"C"
"1580"	"B"
"1581"	"E"
"1582"	"A"
"1583"	"B"
"1584"	"C"
"1585"	"B"
"1586"	"F"
"1587"	"F"
"1588"	"A"
"1589"	"B"
"1590"	"A"
"1591"	"A"
"1592"	"B"
"1593"	"A"
"1594"	"A"
"1595"	"B"
"1596"	"A"
"1597"	"F"
"1598"	"C"
"1599"	"A"
"1600"	"F"
"1601"	"B"
"1602"	"F"
"1603"	"F"
"1604"	"D"
"1605"	"C"
"1606"	"B"
"1607"	"D"
"1608"	"E"
"1609"	"B"
"1610"	"D"
"1611"	"C"
"1612"	"A"
"1613"	"A"
"1614"	"D"
"1615"	"A"
"1616"	"D"
"1617"	"E"
"1618"	"F"
"1619"	"B"
"1620"	"E"
"1621"	"F"
"1622"	"B"
"1623"	"A"
"1624"	"B"
"1625"	"C"
"1626"	"E"
"1627"	"A"
"1628"	"F"
"1629"	"C"
"1630"	"A"
"1631"	"B"
"1632"	"A"
"1633"	"D"
"1634"	"D"
"1635"	"B"
"1636"	"D"
"1637"	"E"
"1638"	"A"
"1639"	"F"
"1640"	"C"
"1641"	"B"
"1642"	"B"
"1643"	"C"
"1644"	"F"
"1645"	"D"
"1646"	"B"
"1647"	"A"
"1648"	"E"
"1649"	"B"
"1650"	"E"
"1651"	"B"
"1652"	"B"
"1653"	"B"
"1654"	"C"
"1655"	"D"
"1656"	"B"
"1657"	"A"
"1658"	"A"
"1659"	"A"
"1660"	"B"
"1661"	"B"
"1662"	"A"
"1663"	"C"
"1664"	"C"
"1665"	"B"
